,Broad business,Recession alerts,Industrial Production,Manufacturing,Services,Small Business sentix,Consumption,Consumers sentiment,Labour general,Labour HH survey,Labour estabilishment survey,Housing activity,Retail sales,corporate sales & margins,"Income, savings",Interest rates,Rates sentiment,CPI,CPI sentiment,PPI finished goods,BS_housing wealth,BS_housing refinancing,BS_current asset / liabilities,Savings rate ,Fed liquidity
31/03/2008,19.24058085,66.16709184,30.90635739,38.7755102,38.66390306,35.50257732,23.04421769,8.36038961,30.73554422,38.41107872,47.69299024,29.28479381,7.560137457,53.3240569,49.31271478,38.81475667,43.57101947,66.58772174,68.70748299,71.99312715,35.7416953,58.96907216,43.29896907,14.22680412,39.97188379
30/04/2008,17.61849262,72.08017677,24.9787415,45.0617284,40.38825758,17.75510204,25.16835017,5.6359045,30.78282828,36.72438672,44.19740887,27.55899235,9.013605442,53.53535354,50.03401361,44.11907537,51.2329932,65.51296194,83.38143338,81.20748299,40.96938776,59.803207,37.15986395,11.71282799,31.0296846
31/05/2008,22.78846154,71.4375,19.41287879,37.20833333,41.3125,29.48232323,36.25,10.54545455,18.97083333,32.29464286,40.98913043,29.81376263,13.97306397,56.40909091,53.03030303,49.25,59.25925926,62.74001274,82.73809524,75.67340067,33.45679012,70.76479076,36.58459596,18.60750361,40.86317723
30/06/2008,16.82216299,73.79331683,13.875,36.30363036,28.6509901,27.4375,42.57425743,6.919441944,20.18976898,27.71393211,38.99591046,25.359375,42.11111111,59.48094809,59.7,53.15594059,64.33333333,64.5,92.47996228,79.45833333,38.36111111,76.17142857,33.79166667,24.03571429,53.22727273
31/07/2008,20.93702866,66.66666667,15.22277228,48.66557734,42.24877451,34.03465347,32.02614379,17.32397504,18.35375817,27.38970588,39.55669224,38.34313119,41.58415842,57.29352347,59.37293729,57.90441176,50.02750275,69.48086701,83.70681606,84.15841584,37.28822882,81.33663366,32.80734323,31.11032532,39.06390639
31/08/2008,30.93726662,67.61225728,15.15522876,41.302589,38.75910194,31.62990196,24.8381877,32.51323919,18.03398058,25.84084605,36.80878008,27.48161765,52.12418301,54.53074434,52.51633987,55.45649739,75,70.22169228,66.78224688,85.25326797,37.44553377,80.82633053,33.44566993,44.67086835,54.07754011
30/09/2008,40.10724852,75.78125,8.980582524,36.91239316,40.65504808,45.13349515,7.852564103,49.5083042,15.23237179,23.32589286,30.91032609,29.58131068,19.30960086,50.59731935,43.39805825,51.79363905,65.76321467,70.16968425,42.92582418,79.24757282,37.8425027,84.31345354,34.54692557,46.07489598,42.89496911
31/10/2008,21.24542125,80.25297619,1.342147436,29.04761905,33.70535714,45.34855769,3.412698413,25.56277056,9.392857143,19.45578231,28.86128364,31.40024038,3.792735043,51.34199134,35.09615385,56.6025641,71.98183761,63.88167013,22.87981859,68.22916667,29.89049145,69.38186813,35.48677885,45.95467033,59.09090909
30/11/2008,21.16291727,74.89681604,4.801587302,34.77463312,30.98466981,29.1547619,0.864779874,27.95883362,13.24685535,15.24595687,26.11259229,23.08035714,0.582010582,38.95082905,27.71428571,48.17216981,76.81216931,52.61690262,15.2066487,40.35714286,28.66137566,75.43537415,36.09126984,37.15646259,63.41991342
31/12/2008,26.86017254,61.39018692,9.198113208,29.60799585,35.80607477,26.50943396,1.012461059,25.46728972,7.114485981,11.51535381,23.87240959,20.71786557,0.471698113,36.2786746,32.42138365,40.18691589,71.71121593,43.85942546,8.967512239,23.78144654,25.11792453,52.62803235,37.55896226,32.16307278,64.96569468
31/01/2009,31.55270655,64.19270833,10.04672897,34.52932099,38.06423611,21.58878505,4.62962963,35.89015152,10.45138889,9.465939153,23.55575684,25,0.46728972,30.09259259,21.83800623,39.84152422,64.03167186,39.35758188,15.03527337,20.09345794,29.90913811,48.97196262,40.16744548,13.06408545,65.37807986
28/02/2009,30.32815808,69.7391055,5.073302469,32.77268094,48.72419725,30.69444444,6.880733945,22.13302752,7.981651376,10.12450852,21.44994017,22.80815972,2.00617284,24.40922991,19.47530864,41.42554693,56.19855967,36.48231565,18.58890345,14.27469136,25.94135802,57.50661376,39.76658951,10.42328042,64.77272727
31/03/2009,27.12412587,63.80681818,3.78440367,61.76767677,45.09943182,24.07110092,8.03030303,23.16115702,8.329545455,7.532467532,19.28853755,29.70900229,2.344546381,16.184573,24.9235474,45.19667832,62.2961264,37.28820564,22.20779221,15.48165138,25.03567788,57.36566186,43.6735474,8.368283093,64.17848207
30/04/2009,42.99203049,68.66554054,9.772727273,65.22772773,59.64245495,26.82954545,5.405405405,60.84152334,15.00750751,8.317245817,18.67900509,26.73295455,2.171717172,16.22986623,19.72727273,41.63634789,70.68181818,39.43898444,16.70956671,15.71969697,28.23484848,50.33766234,41.20265152,8.681818182,64.66942149
31/05/2009,51.43372253,72.79575893,9.403153153,65.4389881,46.47042411,41.41891892,9.375,73.12297078,19.52008929,10.73820153,19.40023292,40.68834459,5.705705706,14.51569264,15.94594595,44.74158654,66.05355355,35.43137732,30.56972789,14.71471471,28.74374374,49.88416988,41.00037538,10.01930502,65.43816544
30/06/2009,58.59428182,74.37776549,7.979910714,68.38741396,62.56913717,45.83705357,28.76106195,72.65687852,25.66371681,12.48419722,19.78645633,47.34235491,5.109126984,19.34835076,28.48214286,49.59581348,77.77777778,32.92712355,54.23514539,15.77380952,37.74801587,57.42984694,42.70833333,11.49872449,60.71428571
31/07/2009,58.42611336,70.72368421,13.82743363,74.25682261,48.23190789,48.49557522,28.58187135,62.59968102,25.52997076,13.3693609,18.23512586,51.20990044,7.915437561,21.06592238,28.76106195,43.31983806,75.33185841,37.62656462,42.79448622,45.68584071,39.5993117,73.77370417,45.07743363,10.09481669,42.92035398
31/08/2009,58.26923077,67.85326087,26.53508772,70.09661836,67.16032609,46.22807018,43.69565217,55.03952569,31.02898551,15.01552795,19.48487713,55.84566886,20.32163743,17.9314888,39.67836257,41.58026756,72.40497076,35.42358148,47.01863354,26.09649123,43.41130604,66.79824561,45.48611111,9.028822055,54.26634769
30/09/2009,62.88129973,65.32866379,44.10326087,66.33141762,55.078125,48.23913043,26.93965517,65.07641066,29.5941092,17.60314039,22.14673913,54.14402174,17.0531401,18.69122257,40.95652174,37.09797745,64.22705314,35.75793184,34.21592775,42.08333333,40.95652174,63.60869565,59.51086957,10.57763975,62.80632411
31/10/2009,64.08612755,63.78205128,59.35704023,46.41500475,64.47649573,55.23706897,32.54985755,63.04390054,30.45940171,17.91056166,23.21627648,54.76831897,15.85249042,20.57757058,36.17816092,36.28369494,60.83572797,35.54287046,43.71184371,29.23850575,42.97413793,59.78448276,63.61350575,13.0726601,55.83855799
30/11/2009,57.74934811,60.61970339,61.13782051,64.97175141,60.40783898,51.14316239,27.82485876,50.79930663,33.19915254,21.36803874,25.06448047,53.1784188,24.54890788,24.82023626,40.94017094,33.60902868,60.79059829,39.05828906,47.51815981,41.77350427,45.87844255,61.81318681,63.06980057,14.31623932,74.16472416
31/12/2009,57.93471235,67.66018908,59.30437853,54.51680672,40.69065126,45.80508475,40.96638655,59.57792208,38.04271709,21.90876351,25.13701133,44.34586864,25.28248588,23.86045327,42.00564972,41.70572075,64.17137476,42.24690792,36.63465386,51.62429379,41.63841808,60.06053269,64.72457627,12.34261501,62.71186441
31/01/2010,63.05288462,61.3671875,62.05357143,59.80324074,54.0625,49.70588235,29.16666667,65.53030303,42.65277778,28.58630952,28.44655797,39.24632353,32.44631186,27.34848485,53.1372549,39.45112179,58.15826331,40.16579605,53.27380952,57.73809524,45.21475257,68.06722689,66.61414566,14.44777911,52.06264324
28/02/2010,60.25905912,62.31921488,75.11284722,46.07438017,44.16322314,53.8125,27.75482094,56.85574756,41.07093664,30.61540732,28.19349623,44.17317708,29.53703704,43.98948159,50.25,41.84678957,65.33564815,41.61786787,45.94647776,70.45138889,42.46759259,60.80952381,66.86631944,17.17857143,64.54545455
31/03/2010,60.91582598,63.67827869,70.80750689,42.86202186,66.72643443,53.76033058,45.21857923,54.59202683,46.9057377,39.17593677,34.84052031,48.17923554,45.13314968,50.33532042,48.29201102,42.88697982,50.70018365,37.80433326,63.05620609,49.1046832,38.70523416,60.23022432,58.47107438,16.90082645,72.50187829
30/04/2010,59.17761101,60.41666667,80.25102459,61.09981933,51.20680894,44.3545082,46.13821138,54.50849963,51.25,45.19454123,39.01997172,51.29994877,54.50819672,50.22172949,58.16939891,44.82879925,61.60063752,38.16644513,64.47928765,61.16803279,36.35245902,69.60772834,60.36543716,16.56323185,67.06408346
31/05/2010,61.08870968,53.79284274,73.7804878,58.3781362,48.47530242,56.97154472,41.86827957,61.72104106,54.59005376,50.40322581,44.18828892,62.75406504,66.16982836,57.91788856,60.29810298,41.07862903,57.5203252,35.43909763,69.48924731,51.47357724,32.96296296,77.87456446,61.00101626,17.82810685,53.47376201
30/06/2010,59.52307692,46.75,89.50772849,59.84444444,39.925,57.87298387,29.53333333,47.98181818,54.85333333,52.37857143,44.83913043,30.70186492,42.87634409,59.30909091,60.40322581,38.60769231,46.49417563,32.67582098,53.02857143,49.27755376,41.03494624,49.97119816,59.2405914,18.05299539,48.86363636
31/07/2010,46.36752137,46.82539683,89.08333333,34.78835979,39.70734127,59.37,34.92063492,37.31962482,51.91137566,52.75651927,42.88302277,24.525,34.62222222,57.92448292,53.94666667,37.42368742,54.25555556,29.30810811,48.79062736,29.95,42.91777778,42.70285714,56.74166667,19.16,52.43636364
31/08/2010,42.75439128,41.73228346,86.96263228,34.26290464,46.55511811,50.06944444,33.00524934,38.65425913,49.8523622,56.07424072,43.92331393,22.30902778,20.85537919,60.23622047,53.41269841,35.13022411,48.2473545,30.31960532,46.49418823,33.25066138,41.43518519,47.6814059,56.2417328,17.42630385,58.22510823
30/09/2010,40.45222356,40.30761719,79.92125984,31.43446181,40.234375,48.28740157,35.22135417,28.32919034,48.97460938,57.93108259,42.30213995,31.89591535,29.26509186,60.20359848,54.88188976,35.49053486,55.50087489,31.62729659,44.27083333,35.33464567,38.07961505,45.56805399,54.90485564,16.22609674,42.4123121
31/10/2010,47.28682171,41.71511628,75.24414063,46.59776055,56.84350775,54.04296875,45.54263566,36.31078224,48.25581395,58.56173865,48.03252444,34.58862305,41.05902778,59.6546864,55.18229167,34.90980918,41.25434028,35.1879223,48.98486526,44.7265625,30.01302083,48.40401786,54.71191406,15.97098214,40.16335227
30/11/2010,54.64497041,50.32451923,66.35174419,39.91452991,53.29326923,58.61434109,51.53846154,46.40734266,46.40384615,60.39148352,48.1187291,35.39849806,45.00430663,57.7039627,59.87080103,41.89349112,43.59388458,36.3398282,54.96336996,56.73449612,32.9414298,44.56810631,55.68475452,14.04208195,37.66737139
31/12/2010,57.33998826,63.22757634,54.47916667,52.53392706,63.0009542,60.33653846,52.60814249,63.67106176,53.74045802,60.16221374,51.87935612,46.39423077,62.22222222,57.95743697,60.33333333,47.48972402,50.50213675,37.51559252,74.1912032,53.33333333,32.68803419,62.6978022,55.57692308,14.13186813,37.30769231
31/01/2011,62.09935897,63.87310606,70.0620229,70.69654882,59.30397727,53.10114504,53.21969697,66.80440771,56.08270202,57.23079004,45.63570487,48.50906489,69.21119593,59.91735537,62.01017812,47.15544872,52.23706531,39.27171446,78.53535354,65.07633588,32.54452926,72.99345692,54.37340967,16.52671756,53.9555864
28/02/2011,62.50722961,67.2462406,65.38825758,69.2251462,50.70488722,61.16477273,49.18546366,73.12030075,62.67230576,60.45918367,51.15642367,51.55658144,71.71717172,66.15402142,62.9040404,47.24190283,39.01515152,45.88793339,80.18259936,68.90782828,30.09890572,73.8961039,54.44286616,17.08874459,51.54958678
31/03/2011,48.55051665,66.32462687,58.70927318,67.54767828,44.69449627,62.91353383,58.20895522,41.52815468,61.69776119,65.20522388,53.36632057,38.18726504,79.28153718,64.97060154,61.67919799,41.36768083,47.62949039,51.59859107,95.02487562,70.02227792,28.83876358,79.10311493,54.57393484,19.20515575,65.34518113
30/04/2011,46.6951567,62.70833333,60.19123134,52.68518519,42.11805556,55.59701493,52.5308642,46.54040404,54.34876543,70.05952381,58.03542673,43.75,75.91210614,65.15151515,66.14427861,39.29843305,48.33126036,55.314643,86.10229277,71.21337756,31.60447761,74.84008529,53.00839552,18.70469083,73.23609227
31/05/2011,38.85746606,53.14797794,55.21604938,39.46078431,43.07215074,45.86111111,48.22303922,45.37934492,51.46446078,70.39784664,57.07720588,34.78587963,82.01646091,65.00668449,61.80246914,34.87697964,50.05144033,56.96696697,81.10994398,73.1824417,32.1563786,70.98941799,51.82098765,21.62962963,73.83838384
30/06/2011,38.349242,51.23175182,53.11734069,43.76520681,33.95301095,46.42463235,39.47688564,41.72196417,45.2676399,68.37851929,58.81466201,47.6964614,70.30228758,65.41694315,60.22058824,34.66100505,51.27655229,58.48237944,57.73375043,69.70315904,37.2753268,71.18697479,51.13357843,21.83298319,71.95855615
31/07/2011,32.37876254,42.48188406,44.27463504,53.67351047,28.40806159,55.47445255,36.65458937,30.53359684,48.56884058,68.69177019,57.29757404,48.54014599,81.75182482,64.06455863,58.66180049,37.97380156,44.44444444,54.8135727,55.86611456,62.24655312,42.76966748,68.52971846,51.94647202,18.68613139,77.70404778
31/08/2011,29.67625899,33.93660072,56.34812802,36.14108713,35.9375,52.73550725,34.59232614,11.29005886,42.58393285,67.94707091,56.94401001,49.99433877,67.79388084,61.57619359,57.46376812,39.8381295,54.12640902,54.08343126,44.33025009,57.74288782,39.12640902,66.70289855,53.35899758,20.19151139,78.82081686
30/09/2011,36.17445055,29.50892857,67.70083933,37.68849206,45.83705357,45.39568345,35.41666667,20.90097403,44.91369048,68.88392857,58.91304348,48.03282374,67.86570743,61.38528139,56.52278177,39.21703297,58.69304556,56.06001685,45.08503401,47.68185452,47.39408473,60.52415211,56.36990408,16.9938335,78.80967953
31/10/2011,33.71522095,35.31693262,60.43154762,46.14854216,39.73847518,41.0625,32.80141844,18.77014829,51.21749409,69.66818642,58.73419673,46.11049107,67.65873016,60.93917902,50.4047619,40.52441353,48.42261905,56.02638353,34.26207362,54.96031746,41.55952381,54.92346939,56.83035714,17.48469388,74.87012987
30/11/2011,43.09994583,40.53697183,70.05023641,60.79812207,38.99647887,45.2570922,30.39906103,40.90108835,60.66901408,70.08928571,58.76454378,53.13608156,57.88022065,64.15919761,47.58865248,39.92416035,52.84672971,52.81132196,39.13480885,41.64696612,40.68360914,58.28267477,55.89539007,15.61296859,70.27724049
31/12/2011,47.34400215,40.71241259,60.18926056,65.8022533,44.83173077,54.67429577,26.63170163,57.15193897,61.50058275,68.49400599,60.43630283,62.6540493,57.19874804,64.93960585,44.43661972,38.86161915,34.15492958,48.85484076,33.93273393,45.08346375,41.65884194,57.89738431,44.29284038,19.23541247,56.40204866
31/01/2012,58.19310897,37.67361111,62.97348485,55.83526235,63.75868056,57.16783217,34.9537037,62.61837121,64.54282407,76.68650794,66.20999396,60.22180944,36.86868687,64.83585859,46.87645688,39.23611111,41.45299145,47.46109746,41.61706349,35.05568506,41.25679876,49.36063936,42.38053613,18.7012987,63.2231405
29/02/2012,61.10079576,43.78232759,65.70457176,62.64367816,61.50862069,61.00694444,55.40229885,69.42789969,62.59482759,77.19827586,67.37631184,62.38064236,53.43364198,58.75653083,50.16203704,39.84748011,38.46450617,47.23786286,52.70935961,37.97582305,41.76311728,45.35714286,43.42447917,17.2172619,54.16666667
31/03/2012,64.10036881,54.51626712,68.44109195,59.37975647,51.94777397,55.12068966,47.3173516,71.74657534,61.99771689,79.82509785,68.53782013,62.13362069,72.79693487,57.46160232,55.1954023,41.5404373,39.78927203,42.94812053,64.67710372,36.74329502,45.77011494,43.33990148,46.35057471,16.26600985,59.59247649
30/04/2012,59.6807954,45.34438776,51.13441781,58.97581255,43.65433673,55.18835616,38.26530612,67.61750155,61.55045351,74.04033042,62.54436557,64.64041096,68.03652968,58.67862296,49.24657534,41.46389325,53.53881279,40.98173516,57.1590541,35.37544394,57.13089802,51.25733855,45.46232877,20.56262231,53.73599004
31/05/2012,63.05873181,33.984375,55.60515873,58.12687688,42.09248311,61.19047619,26.97072072,62.06234644,58.25731982,71.86896718,62.46695065,61.71343537,54.04383976,58.33333333,49.72789116,42.98986486,39.69198791,38.48440277,27.3970399,29.51625094,66.0808768,48.17784257,48.88038549,26.23420797,42.08410637
30/06/2012,44.35338152,33.59899329,57.54504505,41.75988069,48.37458054,55.97128378,23.32214765,46.03416718,53.05089485,66.18528284,57.75459586,55.28927365,29.01651652,59.78238763,43.80630631,41.78175013,51.84872372,35.01643535,27.06935123,22.10960961,69.16291291,43.33976834,51.3231982,26.37065637,47.66584767
31/07/2012,44.66666667,33.11458333,62.15743848,24.65740741,37.28125,38.4647651,19.77777778,50.37878788,52.63333333,60.11904762,55.55072464,55.02831376,19.83594333,57.58585859,41.00671141,42.26923077,42.27255779,35.26210775,35.12698413,20.1715138,73.0611484,38.26462128,53.53747204,27.14765101,28.8590604
31/08/2012,40.0307474,36.68253311,51.27083333,26.6004415,38.51407285,38,21.96467991,46.95213727,52.83664459,59.49030274,57.94701987,57.77604167,23.14814815,53.84306643,43,40.65524707,40,32.90690691,59.58688111,21.69135802,71.23148148,36.82857143,51.30555556,25.35714286,37.78787879
30/09/2012,49.07777256,35.83470395,40.73537528,43.99671053,50.49342105,42.5910596,32.6754386,65.79694976,59.98903509,61.83035714,59.99713959,59.35430464,25.71743929,53.3492823,43.50993377,41.8111083,39.90066225,35.65419724,48.30827068,33.60313956,70.71927888,45.39735099,48.30298013,26.48533586,38.0192655
31/10/2012,49.11297852,43.6376634,44.29139254,41.82098765,63.18423203,47.38486842,30.66448802,77.9040404,60.48747277,64.47245565,61.22833191,65.17269737,27.44883041,53.02040008,43.04824561,44.55756662,36.2755848,38.51055002,40.52287582,43.18957115,68.95833333,36.25,49.25986842,26.47556391,26.45035885
30/11/2012,47.45477737,43.30357143,40.99945534,42.83910534,65.24959416,43.52941176,38.0952381,73.64964581,56.93722944,65.63079777,58.40273857,65.70669935,27.74146696,39.85635577,47.29847495,40.50636863,48.67465505,39.40116587,46.2585034,42.20527717,67.23674655,42.87581699,45.95588235,25.14939309,29.05525847
31/12/2012,41.99308756,50.84677419,48.48484848,45.15232975,60.75604839,33.04383117,36.07526882,40.42521994,50.62634409,68.02419355,62.17040673,63.51968344,33.00865801,39.19843597,52.57575758,42.2735732,52.14646465,37.15631216,48.9093702,32.21500722,66.65945166,37.28200371,49.79707792,26.64656772,51.56434475
31/01/2013,45.39262821,55.98958333,53.59543011,53.89066952,53.10496795,41.49193548,44.49786325,32.0731352,48.63514957,69.20787546,61.74052397,65.99294355,36.27240143,41.91919192,54.8172043,42.89324458,52.31182796,35.97500727,56.63919414,28.76941458,67.1827957,46.98156682,50.71236559,26.28571429,48.70967742
28/02/2013,53.13921747,49.94028662,47.01522436,59.73106865,52.7169586,44.66346154,41.82590234,46.40995947,56.73301486,72.07120109,63.73234561,62.80548878,56.33903134,37.77263077,51.3034188,36.23093997,49.71509972,37.89270039,58.37124659,32.25308642,64.61538462,47.69230769,50.85470085,26.20879121,62.41258741
31/03/2013,54.55470163,51.68117089,52.55440552,47.60900141,50.58346519,51.54458599,32.85864979,47.5906214,56.58755274,66.78910488,59.06026417,66.37639331,61.21726822,43.01879555,49.91507431,36.33966245,50.77848549,39.03425719,43.44484629,35.96367068,64.56475584,51.25568699,51.06157113,24.54049136,62.76780544
30/04/2013,48.2648248,41.92216981,60.78586498,55.96610762,36.72366352,55.45886076,23.53249476,43.4105203,58.79979036,66.67228212,61.05414274,60.50731804,33.19268636,41.27120259,47.27848101,32.10644178,46.46624473,32.28403287,41.6591794,27.7660572,72.197609,49.19077758,48.78691983,21.97106691,69.90794016
31/05/2013,57.55022321,59.83398438,54.24528302,50.29513889,44.75585938,49.1745283,25.10416667,64.21164773,58.57552083,66.29464286,62.32336957,53.56721698,15.86303284,41.14583333,43.92033543,40.54450758,42.60132774,27.42469381,41.8452381,17.23736315,72.04751922,43.97574124,53.97012579,21.70260557,60.57747284
30/06/2013,56.62156167,62.16032609,48.60677083,49.46514838,27.33889752,58.9296875,28.77846791,76.94099379,58.58178054,72.36024845,63.74561167,56.29882813,20.79861111,38.33992095,46.77083333,46.99792961,34.78298611,25.41118421,50.73942621,18.84259259,75.26215278,61.27232143,52.82552083,22.75892857,72.69886364
31/07/2013,58.38293651,62.51929012,47.42494824,56.18998628,40.14274691,58.20652174,30.4526749,78.18462402,62.94238683,70.8388448,61.13459474,53.61024845,15.04485852,38.20613543,49.29606625,47.91432847,44.68599034,29.55214122,44.32686655,22.30273752,74.48585231,70.58562555,55.20186335,24.68500444,60.10728402
31/08/2013,51.20508326,66.23849693,40.1877572,58.50374915,30.01342025,63.72685185,27.24948875,64.4032348,64.94120654,70.68361087,61.75646839,51.09471451,28.25788752,41.708496,47.79835391,47.90853318,50.04286694,32.96512887,50.17528484,23.81115684,70.74245542,73.26719577,52.72633745,27.4382716,67.59259259
30/09/2013,46.73889373,62.29039634,47.5140593,58.60433604,47.35137195,61.68711656,30.43699187,52.10643016,63.50863821,70.38871951,64.32926829,48.83052147,25.90320382,40.15151515,44.76482618,45.57464893,54.94205862,36.71294801,51.29210221,22.0290843,70.59134288,75.11393514,52.51789366,29.14110429,71.50027886
31/10/2013,44.58333333,60.68181818,50.3175813,45.63131313,45.17992424,61.11280488,39.8989899,28.76721763,54.97222222,69.69155844,65.53689065,43.9453125,26.01626016,39.29292929,45.91463415,44.45592287,55.91971545,35.23748395,44.90620491,16.84733514,61.24661247,72.87891986,53.70934959,31.44599303,65.65964523
30/11/2013,45.3689759,54.44277108,57.28535354,54.7188755,35.8810241,47.59090909,46.38554217,31.42798467,64.19678715,73.37564544,68.51100052,48.40435606,34.20875421,46.94231471,51.65656566,45.16931362,57.04545455,32.47740564,46.01262192,21.31313131,62.1043771,67.58874459,52.0959596,33.25974026,82.09366391
31/12/2013,60.70893926,63.52919162,51.5248494,59.69727212,45.22829341,52.07078313,45.00998004,53.98067501,68.39071856,71.04897348,62.46745639,50.79066265,38.52074967,45.69951007,53.23293173,45.26174923,45.02175368,32.59353202,38.90789849,21.9210174,57.57195448,70.08175559,52.67319277,33.49827883,70.89266156
31/01/2014,55.24553571,60.3608631,51.16641717,56.60548942,48.4281994,61.1002994,26.98412698,61.0254329,70.98710317,72.95918367,63.6548913,44.20845808,45.10978044,47.01479076,53.0738523,39.74489796,43.69594145,34.35234794,47.42063492,35.49567532,63.53792415,72.04448246,49.8502994,32.60906758,64.77953185
28/02/2014,52.27704987,57.40569527,42.68353175,46.26890204,55.09430473,55.66964286,33.92504931,57.48386229,64.23816568,65.35819949,59.95948032,39.12760417,23.18121693,45.72350726,47.59920635,38.193153,42.32804233,34.53947368,47.32318963,44.87433862,59.31547619,69.03061224,53.21800595,33.03996599,71.94264069
31/03/2014,56.2447479,59.15441176,50.77046351,49.06045752,56.96691176,46.84171598,49.06862745,56.72459893,65.48039216,72.63655462,67.05882353,34.3010355,36.16042078,50.81996435,47.75147929,38.3907563,46.73816568,33.86276342,55.28011204,42.74600044,59.63017751,72.17244294,50.82593688,33.66018597,69.90317375
30/04/2014,63.38241437,58.39729532,61.2254902,49.42332684,54.76973684,49.94117647,57.65107212,69.88304094,69.97807018,75.73621554,70.35341978,42.14613971,44.70588235,49.87595251,53.66666667,38.89933166,43.67647059,38.9628483,66.19326093,46.48148148,63.12581699,75.05042017,54.63848039,35.28151261,63.77005348
31/05/2014,58.33160299,55.46875,65.46052632,46.55200258,58.6119186,54.32748538,55.03875969,58.71432347,67.46608527,78.91403654,69.03437816,46.89784357,59.06432749,44.45031712,54.44444444,35.54609635,33.32602339,39.1351185,54.56810631,45.96058046,57.21247563,81.21553885,50.76754386,36.7251462,67.72993089
30/06/2014,54.12881916,56.82803468,61.46438953,43.91457932,60.07947977,63.3502907,55.78034682,54.62427746,70.10597303,79.55202312,73.32558432,45.22165698,68.34625323,41.74986863,53.62403101,34.66350124,47.15116279,46.8380253,53.38563171,38.49052541,63.11531008,70.49418605,49.74563953,36.14202658,69.7410148
31/07/2014,51.29310345,60.35380747,54.3533237,49.63282248,59.86889368,56.72687861,58.18965517,57.8631139,68.60632184,81.26026273,73.85682159,44.8609104,66.73089274,42.1368861,55.58766859,37.84688013,52.50722543,43.13457053,53.21565408,36.16998501,64.80411047,68.92650702,50.86103083,34.28571429,63.08460326
31/08/2014,57.3622449,56.16071429,67.03783525,63.08730159,65.16964286,61.40804598,67.71428571,63.16233766,66.87857143,81.66836735,74.10869565,54.34626437,59.73818646,33.01298701,58.60153257,35.82653061,43.24712644,43.03791087,41.36054422,30.32141337,62.96296296,69.43349754,48.52729885,36.14942529,66.84952978
30/09/2014,57.61465097,59.21519886,51.13690476,53.96938131,53.24928977,54.57857143,50.56818182,60.49845041,66.15530303,81.69135552,72.66860178,52.70535714,67.49206349,30.88842975,64.17142857,37.94439935,33.19285714,39.11278195,29.36958874,29.66137566,63.88253968,63.30612245,60.54761905,35.24489796,62.36363636
31/10/2014,58.89326069,51.89795198,46.66785038,50.85530446,52.40995763,50.11363636,59.13370998,75.37236775,70.25188324,82.35976594,74.51793171,58.95330256,60.41666667,31.96370485,56.34469697,37.6614205,43.65767045,37.52492026,39.02340597,25.48400673,57.25694444,67.32954545,50.54450758,40.14204545,53.33161157
30/11/2014,62.75581862,49.24508427,42.90254237,52.06772784,56.39922753,59.80225989,46.8164794,70.30132789,65.76544944,80.80858748,76.58463605,52.44526836,60.26365348,36.52536602,58.13559322,38.13202247,36.69491525,38.84428586,32.03584805,23.34170329,61.54739485,55.02017756,49.5527307,40.5165456,57.62711864
31/12/2014,59.15303272,48.20181564,63.21395131,50.20173805,54.6176676,59.75421348,42.22532588,78.92965973,72.31843575,79.26476457,77.08889968,55.22735253,58.42696629,36.93922465,51.10486891,36.17517957,37.82303371,37.30041396,42.20537377,19.88139825,63.42072409,60.1565008,41.30383895,41.74558587,44.79060266
31/01/2015,64.34027778,36.73611111,56.50605214,36.78240741,44.19270833,70.62150838,33.84259259,85.58712121,69.20833333,74.62797619,75.71557971,57.77321927,45.716946,38.04713805,48.80819367,33.46428571,21.40363128,35.52876605,33.28042328,15.50796607,65.91713222,56.75977654,42.27188082,39.58499601,41.79786694
28/02/2015,53.69475138,46.69371547,48.02662037,36.2262124,34.53038674,55.10416667,31.53775322,78.87995982,66.73572744,77.27407261,78.00264233,58.78472222,36.75925926,34.96567889,45.68518519,36.24112076,29.03472222,32.11988304,38.70034202,13.67283951,64.81790123,40.22222222,42.23958333,37.0515873,45.25252525
31/03/2015,50.37774725,39.01957418,31.79673112,39.58333333,56.18990385,54.37154696,36.76739927,74.32567433,63.1547619,72.85125589,71.51516961,52.78832873,32.4432167,36.87146187,47.67955801,34.94701727,28.32872928,32.86323544,34.98168498,13.39267444,66.58993247,47.71112865,44.94705341,37.39542226,45.55499749
30/04/2015,51.43930523,53.31284153,33.32188645,50.72859745,61.00580601,44.74587912,43.26047359,61.20839543,61.21357013,73.25331772,74.34366833,50.68681319,29.88400488,36.44643153,52.47252747,35.82747853,41.05082418,31.3283208,33.15118397,13.52258852,72.50610501,48.15149137,41.9356685,35.62794349,57.99200799
31/05/2015,46.33152174,52.46263587,30.16279599,45.68991546,57.4388587,48.51775956,47.14673913,56.90464427,65.02264493,73.45205745,76.19033554,65.44996585,30.32786885,33.6627141,52.9143898,39.50698758,40.79918033,37.65219059,50.1552795,13.81299332,71.80327869,53.92271663,42.78233151,29.3559719,34.9726776
30/06/2015,52.18146718,58.51351351,25.83220109,43.75375375,37.89695946,59.42255435,40.72072072,68.47665848,61.02252252,69.44498069,74.13043478,61.78668478,34.2089372,34.47174447,54.69202899,43.84169884,40.95108696,37.01849733,44.24710425,22.49396135,72.12258454,65.7181677,43.22916667,28.52484472,37.96936759
